2735
2508
2299
2107
1931
1771
1623
1488
1364
1250
571
524
480
440
403
370
339
311
285
261
239
219
201
184
169
155
142
130
119
109
100
92
84
77
71
65
60
55
50
46
42
39
35
32
30
27
25
23
21
19
18
16
15
14
12
11
10
10
9
8
7
7
6
6
5
5
4
4
4
3
3
3
3
2
2
2
2
2
2
1
1
1
1
1
1
1
1
1
1
1
0
0
0
0
0
0
0
0
